Question,Label,Navipath,precision,recall,f1
"Doctor, I have been experiencing severe pain and discomfort due to my sickle cell crisis. What medication should I take to alleviate the symptoms?","You will require a combination of medications to manage sickle cell crisis. These include Hydromorphone (Dilaudid), Diphenhydramine (Benadryl), Morphine (RMS), Meperidine (Demerol), and Buprenorphine (Suboxone). Along with these medications, you will also need to take Folic Acid to help your body produce healthy red blood cells. We will also give you LVP Solution to keep you hydrated, Magaldrate to settle any stomach discomfort, and Potassium Bicarbonate to maintain your electrolyte balance. Additionally, Scopolamine will help relieve nausea and vomiting and Hydroxyurea will help prevent future crises.","Based on the symptoms described, the patient is likely experiencing a sickle cell crisis, a complication of sickle cell anemia. To confirm the diagnosis, the patient should undergo a complete blood count (CBC) to check for low red blood cell count and hemoglobin levels. Treatment for sickle cell crisis typically includes hydration, pain management with analgesic medications such as opioids, and oxygen therapy if needed. In severe cases, blood transfusions may be necessary to replace sickle-shaped red blood cells with healthy ones.",0.7942343950271606,0.7643325328826904,0.7789965867996216
"Doctor, I have been experiencing a burning sensation while urinating and some discharge. Can you help me?","Yes, it sounds like you may have urethritis. I am going to prescribe you a combination of antibiotics such as Ceftriaxone and Azithromycin or Doxycycline. This will help to clear up the infection. Additionally, Phenazopyridine (Azo) can be used to relieve the pain and burning sensation.","Based on the symptoms described, the patient may have a urinary tract infection (UTI) or a sexually transmitted infection (STI) such as chlamydia. To confirm the diagnosis, the patient should undergo a urinalysis to check for signs of infection and a chlamydia test to rule out STIs. Recommended medications for UTI typically include antibiotics such as Ceftriaxone or Ciprofloxacin, while chlamydia is usually treated with antibiotics such as Azithromycin or Doxycycline.",0.8126652240753174,0.8204666376113892,0.8165472745895386
"Hi Doctor, I've been experiencing pain and discomfort in my urinary tract and was told by my primary doctor that I may have prostatitis. What medication do I need?","Based on your symptoms, I recommend a combination of Ciprofloxacin and Tamsulosin to help relieve your pain and inflammation. Additionally, taking Doxycycline may also be beneficial for your condition.","Based on the symptoms described, the patient may have prostatitis, which is inflammation of the prostate gland. To confirm the diagnosis, the patient should undergo a digital rectal examination and urinalysis. Recommended medications for prostatitis include antibiotics such as ciprofloxacin or trimethoprim-sulfamethoxazole to target the infection. Pain medications like ibuprofen may also help with symptom management.",0.7861661314964294,0.8521184921264648,0.8178147077560425
"Doctor, I have been experiencing severe pain and itching in my ear. I believe I have swimmer's ear.","Yes, it sounds like you have otitis externa. I am going to prescribe you Ofloxacin, Neomycin (Septa), Carbamide Peroxide Otic, Acetic Acid Topical, Fluocinolone Otic, M-Cresyl Acetate Otic, Dicloxacillin, Ciprofloxacin-Hydrocortisone Otic and Acetic Acid. Please take them as directed and follow up with me in a week.","Based on the symptoms described, the patient may have swimmer's ear, also known as otitis externa, which is inflammation of the outer ear canal. To confirm the diagnosis, the patient should undergo a physical examination of the ear, possibly followed by an otoscopy to examine the ear canal closely. Recommended medications for swimmer's ear include antibiotic ear drops to treat the infection, as well as pain relievers like acetaminophen or ibuprofen to alleviate the pain and inflammation. It is also crucial to keep the ear dry to aid in the healing process.",0.7136815786361694,0.7340121865272522,0.7237040996551514
"Hi Doctor, I think I am suffering from poisoning due to anticonvulsants. I had been taking them for a while to control my seizures, but now I am experiencing some really bad side effects.","Alright, we need to address this immediately. I am going to prescribe you some medications that will help alleviate your symptoms. The first one is charcoal, which will help absorb the remaining anticonvulsant in your body. Next, you will take carbamazepine and phenytoin (Dilantin), which are both anticonvulsants, but ones that are less likely to cause poisoning. You will also take sorbitol, trimethobenzamide (Tigan), and midrin to help with nausea and headache. Finally, I will prescribe benztropine, haloperidol, mecamylamine, and grepafloxacin (Raxar) to address any possible muscle spasms, heart palpitations or hallucinations. It is important that you follow this course of medication strictly.","Based on the symptoms described, the patient may have seizures possibly related to cysticercosis. To confirm the diagnosis, the patient should undergo imaging studies such as a CT scan or MRI of the brain, as well as blood tests to check for specific antibodies related to cysticercosis. Recommended medications for cysticercosis include anti-parasitic drugs such as albendazole or praziquantel, along with corticosteroids to reduce inflammation and control symptoms.",0.7551907300949097,0.7493646144866943,0.7522664070129395
"Doctor, I think I have testicular torsion, it's been really painful down there.","It's important that we address this immediately. I'm going to prescribe you morphine for the pain, cefazolin to prevent infection, and mecamylamine to reduce the contractions and spasms.","Based on the symptoms described, the patient may have testicular torsion, which is a medical emergency involving the twisting of the spermatic cord. To confirm the diagnosis, the patient should undergo a physical examination of the scrotum and possibly an ultrasound of the testicles. Testicular torsion typically requires immediate surgical intervention to untwist the cord and restore blood flow to the testicle. Pain management with medications such as opioids may also be necessary.",0.7229080200195312,0.747725248336792,0.7351072430610657
"Doctor, I have been diagnosed with tricuspid valve disease. What medications do I need to take?","You will need to take Clopidogrel (Plavix), Valsartan (Diovan), Methylprednisolone (Medrol), Warfarin, Amantadine, Sotalol, Raloxifene (Evista), Sitagliptin (Januvia), Hyzaar and Terazosin as prescribed by me based on your condition.","Based on the diagnosis of tricuspid valve disease, the patient may need to take medications to manage the condition. Treatment options for tricuspid valve disease focus on managing symptoms and may include diuretics to reduce fluid buildup, vasodilators to help dilate blood vessels, and in some cases, anticoagulants to prevent blood clots. Surgical intervention may also be necessary in severe cases of tricuspid valve disease.",0.7332400679588318,0.7553401589393616,0.74412602186203
"Doctor, I've been feeling weak and tired lately. My bones and muscles ache all the time. I'm worried something might be wrong. ","Based on your symptoms, I think you might have a Vitamin D deficiency. We can prescribe you some medications to help with that including Ergocalciferol, Cholecalciferol, and Calcium-Vitamin D. We can also add in a multivitamin with minerals to further support your overall health.","Based on the symptoms described, the patient may have Fibromyalgia, a condition characterized by widespread musculoskeletal pain accompanied by fatigue, sleep, memory, and mood issues. To confirm the diagnosis, the patient should undergo a physical examination to check for tender points on the body and possibly blood tests to rule out other conditions. Recommended medications for Fibromyalgia include pain relievers, antidepressants, and anti-seizure drugs to help reduce pain and improve sleep.",0.7633420825004578,0.7732731699943542,0.7682755589485168
"Doctor, I have been diagnosed with Hydatidiform mole. What medications should I take?","You should take Methotrexate, Misoprostol, and Rho(D) Immune Globulin (Rhogam) for this condition.","The patient has been diagnosed with a Hydatidiform mole. To confirm the diagnosis, the patient should undergo a pelvic ultrasound to visualize the uterus and determine the presence of the molar pregnancy. Treatment for Hydatidiform mole typically involves a procedure called dilation and curettage (D&C) to remove the abnormal tissue from the uterus. Additionally, close monitoring of beta-hCG levels is essential to ensure complete resolution of the condition.",0.704942524433136,0.7477408647537231,0.7257112264633179
"Hi doctor, I've been having this pain disorder affecting my neck for some time now. It's been causing me a lot of discomfort and making it hard for me to go about my daily activities. What medication can I take for this?","Based on your symptoms, I recommend a combination of medications such as Triamcinolone Topical Product, Tizanidine, Sumatriptan (Imitrex), Topiramate (Topamax), Bupivacaine, Propranolol, Ropivacaine, Nortriptyline, and Metaxalone (Skelaxin). These medications are known to be effective in treating pain disorder affecting the neck.","Based on the symptoms of chronic neck pain described, the patient may have a chronic pain disorder affecting the neck. To confirm the diagnosis, the patient should undergo a detailed physical examination focusing on the neck area and possibly imaging studies such as magnetic resonance imaging (MRI) to rule out any underlying structural issues. Recommended medications for chronic pain disorders may include nonsteroidal anti-inflammatory drugs (NSAIDs) like ibuprofen, muscle relaxants such as cyclobenzaprine, and antidepressants like desipramine for neuropathic pain. Physical therapy and lifestyle modifications may also be helpful in managing chronic neck pain.",0.7847360968589783,0.8125178217887878,0.7983853220939636
"Hi doctor, I have been experiencing coughing, chest pain, night sweats, and weight loss. After some tests, my doctor told me that I have tuberculosis. What medication do I need to take?","You will need to take a combination of medications for your tuberculosis. These include isoniazid, pyridoxine, rifampin, ethambutol, and pyrazinamide. Additionally, if you have HIV, you will need to take emtricitabine-tenofovir, and Kaletra with ritonavir. If you cannot take rifampin, you will need to take rifabutin instead. And if necessary, you may also need saquinavir.","Based on the symptoms described, the patient has tuberculosis. To confirm the diagnosis, the patient should undergo a TB skin test, blood tests, sputum tests, chest x-ray, and possibly a CT scan of the chest. The recommended medications for tuberculosis include a combination of antibiotics such as isoniazid, rifampin, ethambutol, and pyrazinamide. Treatment typically lasts for several months to ensure complete eradication of the bacteria.",0.8007158637046814,0.8265789151191711,0.8134418725967407
"Hey Doc, I have been experiencing symptoms related to pelvic fistula. Can you suggest me some medications for this disease?","Yes, for the treatment of pelvic fistula, I would recommend you to take a course of medications including Cefdinir, Nitrofurantoin, Varenicline (Chantix), Hyoscyamine (A-Spas), Phenazopyridine (Azo), Estrogens, Conjugated (Usp) (Premarin), Polyethylene Glycol 3350 (Miralax), Methylphenidate, and Mecamylamine.","Based on the symptoms described, the patient may have a pelvic fistula. To confirm the diagnosis, the patient should undergo a physical examination, imaging studies such as MRI or CT scan, and possibly a fistulography to visualize the fistula tract. Treatment for pelvic fistula may include antibiotics to control infection, surgical procedures to repair the fistula, and medications to manage symptoms such as pain and inflammation.",0.7753746509552002,0.7091960906982422,0.7408103346824646
Hi Doctor. I've been having difficulty in breathing for the past few days. It feels like my airways are inflamed and I'm coughing up phlegm. I don't know what's going on.,"Based on your symptoms, you may have acute bronchiolitis. I'm going to prescribe you with a combination of Albuterol and Prednisolone. You'll also need Levalbuterol (Xopenex) and Budesonide to help open up your airways. In addition, I'd like for you to take Cefprozil to fight any infection that may be present. We can also try using Phenylephrine Nasal spray if needed. If your condition worsens, you may need to take Cefotaxime and Gentamicins (Gentamicin) to help fight off the infection.","Based on the symptoms described, the patient may have bronchitis, which is inflammation of the bronchial tubes. To confirm the diagnosis, the patient should undergo a physical examination, chest X-ray, and possibly a sputum culture to identify the causative organism. Recommended medications for bronchitis include bronchodilators to help open the airways, expectorants to help clear mucus, and antibiotics if the cause is bacterial. It is also recommended to rest, stay hydrated, and use a humidifier to ease breathing.",0.8046712279319763,0.7675624489784241,0.7856789231300354
"Doctor, I am having difficulty focusing on close objects lately. Everything seems to appear blurry when I try to read or do any close-up work. ","It sounds like you may be experiencing presbyopia. I would recommend a few medications to help alleviate the symptoms, including Tropicamide Ophthalmic, Phenylephrine (Duramax), Prednisolone Ophthalmic, Fluorescein, Olopatadine Ophthalmic, Ketotifen Ophthalmic, Nepafenac Ophthalmic, Cyclosporine Ophthalmic, Proparacaine Ophthalmic, Rimexolone Ophthalmic. However, please note that Emtricitabine-Tenofovir and Tipranavir are not used to treat presbyopia.","Based on the symptoms described, the patient may have presbyopia, which is a common age-related condition where the ability to focus on close objects decreases. To confirm the diagnosis, the patient should undergo a comprehensive eye examination, including a visual acuity test and an eye refraction test. Recommended medications for presbyopia include reading glasses, bifocals, or contact lenses designed for near vision.",0.7610106468200684,0.7050444483757019,0.7319592833518982
"Hi doctor, I have been having trouble with forgetfulness, confusion and difficulty in completing simple tasks.","It sounds like you may be experiencing some symptoms of dementia. I recommend some medications that can help treat this condition - Donepezil (Aricept), Memantine (Namenda), Rivastigmine (Exelon), Galantamine, Mirtazapine, Thiamine, Pramipexole (Mirapex), Felodipine, Bisacodyl (The Magic Bullet), Modafinil (Provigil), and Raloxifene (Evista).","Based on the symptoms described, the patient may be experiencing cognitive impairment, possibly due to Alzheimer's disease. To confirm the diagnosis, the patient should undergo cognitive assessments, brain imaging (such as MRI or CT scan), and blood tests to rule out other potential causes. Recommended medications for Alzheimer's disease include cholinesterase inhibitors (such as Donepezil, Rivastigmine, or Galantamine) and memantine. It is also important to implement lifestyle modifications, such as regular physical exercise, cognitive stimulation, and a healthy diet.",0.7821101546287537,0.8397846221923828,0.80992192029953
I have some sort of insect bite on my leg that's causing a lot of itching and discomfort. What should I do about it?,"For insect bites, I would recommend taking Diphenhydramine (Benadryl) to help with the itching and swelling. You can also apply some Hydrocortisone Topical to the affected area to reduce inflammation. If the bite becomes infected, you may need to take Doxycycline or Trimethoprim. In addition, Mupirocin Topical and Permethrin Topical may be prescribed to treat any potential secondary infections. For further relief, you can also try Calamine Topical or Colloidal Oatmeal Topical. If the itching persists, Desoximetasone Topical or Calamine-Pramoxine Topical may also be recommended.","Based on the symptoms described, the patient may have an insect bite causing itching and discomfort on the leg. To confirm the diagnosis, the patient should undergo a physical examination of the affected area. Recommended medications for insect bites include over-the-counter antihistamines like diphenhydramine to reduce itching, and topical corticosteroids like hydrocortisone cream to reduce inflammation. It is also important to keep the area clean and avoid scratching to prevent infection.",0.8215320706367493,0.8078296780586243,0.814623236656189
"Doctor, I am experiencing rapid heartbeats and palpitations, especially during physical activities.","Based on your symptoms, you seem to have Paroxysmal ventricular tachycardia, and I would recommend Carvedilol, Amiodarone, Digoxin, Spironolactone, Isosorbide, Ezetimibe (Zetia), Sotalol, Metolazone, Torsemide, Mexiletine, and Adenosine to manage your condition.","Based on the symptoms described, the patient may have a cardiac arrhythmia, specifically tachycardia. To confirm the diagnosis, the patient should undergo an electrocardiogram (ECG) to assess the heart's electrical activity. Recommended medications for tachycardia include beta-blockers such as metoprolol or calcium channel blockers like diltiazem to help regulate the heart rate.",0.7886922359466553,0.7927029132843018,0.7906925082206726
"Hi doctor, I was recently diagnosed with congenital heart defect. Can you please tell me what medications I need to take?","Your required medications include Digoxin, Captopril, Palivizumab (Synagis), Chlorothiazide, Treprostinil (Remodulin), Procainamide, Ambrisentan (Letairis), Haemophilus B Conjugate (Prp-T) Vaccine, Bosentan (Tracleer), Entecavir (Baraclude), Antihemophilic Factor (Obsolete), and Pyrithione Zinc Topical.","The patient has been diagnosed with a congenital heart defect. To confirm the diagnosis, the patient may need to undergo tests such as an echocardiogram, cardiac MRI, or cardiac catheterization. The recommended medications for congenital heart defects may vary depending on the specific defect and its severity. Common medications include diuretics, ACE inhibitors, beta-blockers, and anticoagulants. In some cases, surgical interventions may also be necessary to correct the defect.",0.7193678617477417,0.7453558444976807,0.73213130235672
"Doctor, I have been feeling really weak and tired lately, and I have noticed that my joints are getting stiff and sore. My skin also seems to be more sensitive than usual. Can you tell me what might be wrong with me and what kind of medication I would need?","It sounds like you might have a connective tissue disorder. We can treat it with various medications such as Hydroxychloroquine (Plaquenil), Prednisone, Azathioprine, Mycophenolate Mofetil (Cellcept), Methotrexate, Ergocalciferol, Rabeprazole (Aciphex), Celecoxib (Celebrex), Hydrocortisone Topical, Armodafinil (Nuvigil), Pilocarpine Ophthalmic, and Pirbuterol (Maxair), depending on how severe your symptoms are.","Based on the symptoms described by the patient, it is possible that they have Congenital Rubella. To confirm the diagnosis, the patient should undergo a blood test for rubella antibodies. Recommended medications for Congenital Rubella include Hydroxyzine to manage symptoms such as joint pain, fatigue, and skin sensitivity.",0.7694104313850403,0.7295842170715332,0.748968243598938
"Hello, doctor. I have a Foreign body in my eye. ",You need to use Erythromycin ophthalmic eye ointment.,"Based on the symptoms described, the patient likely has a foreign body in the eye. To confirm the diagnosis, the patient should undergo a thorough eye examination, including a slit-lamp examination to identify the foreign body. Treatment for a foreign body in the eye may involve removing the foreign body using eye drops or ointment to help with healing and prevent infection.",0.7205426096916199,0.7620007395744324,0.7406920194625854
"Doctor, I am feeling very uneasy and my breathing is difficult. I think I might have been poisoned due to gas leakage.","Based on your symptoms, I recommend a combination of medications. You will need to take Cefaclor (Ceclor) to fight off any bacterial infections. Benzocaine Topical and Tetracaine (One Touch) will help numb any local pain or irritation. Claritin D will relieve any allergy symptoms such as congestion. Sodium Bicarbonate will help neutralize any acid in your system. And I also recommend Atropine (Uaa) to help with your breathing difficulties.","Based on the symptoms described, the patient may have been exposed to toxic gas, leading to poisoning. To confirm the diagnosis, the patient should undergo blood tests to check for toxic substances and lung function tests to assess respiratory function. Treatment for poisoning depends on the specific toxic gas involved, but may include oxygen therapy, antidotes, or supportive care to alleviate symptoms and prevent complications. It is crucial to seek immediate medical attention in cases of suspected poisoning.",0.7664608955383301,0.7545064091682434,0.7604366540908813
"Hi doctor, I have a pyogenic skin infection. What medication do I need?","You will need antibiotics to treat your infection. I recommend either Bactrim, Cephalexin or Clindamycin depending on the severity of your infection.","Based on the symptoms described, the patient likely has a pyogenic skin infection. To confirm the diagnosis, the patient should undergo a physical examination of the affected skin, possibly a skin culture to identify the causative bacteria, and blood tests to assess for any systemic involvement. Recommended medications for treating pyogenic skin infections often include antibiotics such as dicloxacillin, cephalexin, or clindamycin, depending on the severity and extent of the infection. Topical antibiotics or antiseptic ointments may also be prescribed to apply directly to the affected area.",0.7906185388565063,0.8763905167579651,0.8312978744506836
"Doctor, I was just diagnosed with endometrial hyperplasia. Can you tell me what medications I need to take?",You will need to take either Medroxyprogesterone or Megestrol (Megace) to help prevent the growth of abnormal cells in your uterus.,"Based on the diagnosis of endometrial hyperplasia, the patient should undergo a diagnostic procedure such as an endometrial biopsy to confirm the diagnosis. Treatment for endometrial hyperplasia may include hormonal therapy with progestins, such as medroxyprogesterone acetate, to help regulate the growth of the endometrial lining. In more severe cases or if there is a suspicion of malignancy, surgical procedures like a hysterectomy may be considered.",0.7394887804985046,0.8269042372703552,0.7807573676109314
"Doctor, I've been experiencing a lot of chest pains and shortness of breath lately. I also have a history of heart disease in my family.","Based on your symptoms and family history, it sounds like you may have central atherosclerosis. I'm going to prescribe you a combination of medications to help manage the condition. You'll need to take Simvastatin, Clopidogrel (Plavix), Hydralazine, Carvedilol, Losartan, Rosuvastatin (Crestor), Diltiazem, Olmesartan (Benicar), Fenofibrate (Tricor), Lovastatin, Tacrolimus (Prograf), and Lactulose.","Based on the symptoms described, the patient may have coronary atherosclerosis, given the chest pains, shortness of breath, and family history of heart disease. To confirm the diagnosis, the patient should undergo a lipid panel test to check for elevated cholesterol levels. Recommended medications for coronary atherosclerosis may include statins to lower cholesterol levels, antiplatelet medications like aspirin to prevent blood clots, and beta-blockers to reduce heart rate and blood pressure.",0.7862822413444519,0.7757953405380249,0.7810036540031433
"Doctor, I have a viral exanthem, and I'm feeling very itchy all over my body. What medications do I need to take?","You will need to take Diphenhydramine (Benadryl) for the itching. You may also use Calamine Topical or Coal Tar Topical to help with the rash. Colloidal Oatmeal Topical can also be helpful to soothe the skin. However, if the viral exanthem is caused by HIV, you will need to take Stavudine (Zerit), Palivizumab (Synagis), and Lamivudine. You can also take Dextromethorphan (Duramax) if you have a cough.","Based on the symptoms described, the patient may have a viral exanthem, which is a rash caused by a viral infection. To confirm the diagnosis, the patient should undergo a physical examination to assess the extent of the rash and possibly a viral culture or blood test to identify the specific virus causing the exanthem. Recommended medications for a viral exanthem include antihistamines to relieve itching, topical corticosteroids to reduce inflammation, and antiviral medications if necessary to target the specific virus causing the rash.",0.8035660982131958,0.767270565032959,0.7849989533424377
"Doctor, I have been experiencing severe abdominal pain, bloating, diarrhea, and nausea. What do you think is wrong with me and what medication should I take?","It sounds like you may be experiencing noninfectious gastroenteritis. I recommend that you take a combination of Ondansetron (Zofran), Promethazine, Loperamide (Imodium), Dicyclomine, Trimethobenzamide (Tigan), Hyoscyamine (A-Spas), Mesalamine (Asacol), Bismuth Subsalicylate (Pepto-Bismol), and Balsalazide to relieve your symptoms.","Based on the symptoms described, the patient may have Cirrhosis, which is a liver disease characterized by abdominal pain, bloating, diarrhea, and nausea. To confirm the diagnosis, the patient should undergo liver function tests, imaging studies like a CT scan or MRI, and possibly a liver biopsy. Recommended medications for Cirrhosis include lactulose to manage symptoms of diarrhea and bloating, and intravenous fluid replacement for hydration.",0.7470273971557617,0.7441471815109253,0.7455844879150391
"Hi doctor, I have been experiencing frequent and hesitant urination lately. It seems like I have to go to the bathroom all the time, but when I do, only a little comes out. I think I might have BPH. ","Yes, it is possible that you have BPH. To treat your symptoms, I am prescribing Tamsulosin (Flomax), Finasteride (Propecia), or Dutasteride (Avodart). These medications can help relax the muscles in your prostate and bladder, and shrink the size of the prostate. Let's start with one of those and see how you respond.","Based on the symptoms described, the patient may have Benign Prostatic Hyperplasia (BPH), which is a non-cancerous enlargement of the prostate gland that can lead to symptoms like frequent and hesitant urination. To confirm the diagnosis, the patient should undergo a digital rectal examination and a urinalysis. Recommended medications for BPH include alpha-blockers like tamsulosin or terazosin, 5-alpha reductase inhibitors like finasteride or dutasteride, or a combination of both. In severe cases, surgical interventions like transurethral resection of the prostate (TURP) may be recommended.",0.7815819978713989,0.7974061369895935,0.7894147634506226
"Doctor, I have been experiencing hot flashes, night sweats, and mood swings lately. I think I am approaching menopause. What should I do?","You are experiencing symptoms of menopause, that is correct. I suggest you start taking Estradiol, Estrogens, Conjugated (Usp) (Premarin), and Progesterone to balance your hormonal changes. Additionally, you may take Raloxifene (Evista), Ibandronate (Boniva), Thyroid (Usp) (Armour Thyroid), Black Cohosh Extract (Black Cohosh), and Valerian Root Extract to alleviate your symptoms.","Based on the symptoms described, the patient may have menopause-related symptoms such as hot flashes, night sweats, and mood swings. To confirm the diagnosis of menopause, the patient can undergo a blood test to check hormone levels, specifically follicle-stimulating hormone (FSH) and estradiol levels. Recommended medications to manage menopausal symptoms include hormone replacement therapy (HRT) which includes estrogen and progesterone to help alleviate hot flashes, night sweats, and mood swings.",0.7972317934036255,0.7820726633071899,0.789579451084137
"Hi doctor, I've been experiencing recurrent infections lately and I'm always tired. After some tests, I was diagnosed with a primary immunodeficiency. What do I need to take to treat this condition?","Based on your condition, I would prescribe you Bactrim to protect against bacterial infections, as well as Immunoglobulins, Intravenous (Gammagard) and Intramuscular Immunoglobulin (Baygam) to boost your immune system. You may also need Fluconazole (Diflucan) for fungal infections and Methotrexate and Mycophenolate Mofetil (Cellcept) to help control your immune system. Budesonide may also help control inflammation, and Levetiracetam (Keppra) can be prescribed to prevent seizures. Voriconazole, Vincristine, Filgrastim (Neupogen), and Doxorubicin are other medications that may be prescribed for your specific condition, but we can monitor your progress and make adjustments as needed.","Based on the symptoms described, the patient likely has a primary immunodeficiency. To confirm the diagnosis, the patient should undergo specific blood tests to evaluate the immune system, such as immunoglobulin levels, lymphocyte subsets, and functional assays. Recommended medications for treating primary immunodeficiency include immunoglobulin replacement therapy to boost the immune system, antibiotics to prevent infections, and sometimes immunomodulating medications to regulate the immune response.",0.8178459405899048,0.7497829794883728,0.782336950302124
"Doctor, I have been diagnosed with ovarian cancer. What medications will I need to take?","Your treatment plan will consist of several medications including Paclitaxel (Taxol), Carboplatin, Dexamethasone Topical Product, Gemcitabine (Gemzar), Dexamethasone, Palonosetron (Aloxi), Prochlorperazine (Compro), Granisetron, Topotecan, Darbepoetin Alfa (Aranesp), Enoxaparin (Lovenox), and Filgrastim (Neupogen).","Based on the symptoms described, the patient has been diagnosed with ovarian cancer. To confirm the diagnosis, the patient should undergo a series of tests including Ultrasonography (Ultrasound) and Radiographic imaging procedures. The recommended medications for ovarian cancer treatment may include chemotherapy, targeted therapy, hormone therapy, and immunotherapy, depending on the stage and type of ovarian cancer.",0.7364575862884521,0.7478894591331482,0.7421295046806335
"Hi doctor, I have been experiencing difficulty with my vision lately, and I just found out that I have cataracts. What medication do I need?","Based on your condition, you will need several medications to address the problem. You will need Prednisolone Ophthalmic, Tropicamide Ophthalmic, and Phenylephrine (Duramax) to help reduce inflammation and pain. Additionally, I recommend Moxifloxacin (Avelox) to prevent bacterial infections after cataract surgery. For long-term management of your condition, you will need Latanoprost and Gatifloxacin (Zymar). If you need eye surgery, we may use Proparacaine Ophthalmic to numb the eye before the procedure. After eye surgery, you may need Nepafenac Ophthalmic to prevent inflammation in the eye. Lastly, we may recommend Brimonidine Ophthalmic, Bimatoprost Ophthalmic, or Travoprost (Travatan) to reduce eye pressure.","The patient has cataracts, a condition characterized by clouding of the lens in the eye, leading to vision problems. To confirm the diagnosis of cataracts, the patient should undergo a comprehensive eye examination by an ophthalmologist, which may include visual acuity tests, a dilated eye exam, and imaging tests. The recommended treatment for cataracts is surgical removal of the cloudy lens and replacing it with an artificial lens implant.",0.7888169884681702,0.7307924628257751,0.7586969137191772
"Doctor, I think I dislocated my hip. It's very painful and I can't move my leg.","Based on your symptoms, I am prescribing you morphine, propofol, or midazolam to help manage your pain. Additionally, I am going to administer ketamine to provide sedation and relax your muscles while I relocate the joint. Once we have the joint back in place, I will prescribe olsalazine and tetracycline to avoid any infection, and bisacodyl to avoid any constipation from the medications. I will also prescribe methohexital and meperidine to help manage any post-procedure pain you may experience.","Based on the symptoms described, the patient may have a dislocated hip. To confirm the diagnosis, the patient should undergo a physical examination and imaging tests such as X-rays or MRI of the hip. Treatment for a dislocated hip often involves manipulation to relocate the joint followed by immobilization with a brace or splint. Pain management medications such as acetaminophen or nonsteroidal anti-inflammatory drugs (NSAIDs) may be prescribed to help with pain and inflammation.",0.7784616351127625,0.7803196310997009,0.779389500617981
"Doctor, I have been experiencing constant back pain and leg numbness. My MRI report says that I have spinal stenosis. What medications can help me with this condition?","You need to take a combination of medications to manage your spinal stenosis. These medications include Carisoprodol (Soma), Iohexol (Omnipaque), Iopamidol (Isovue), Diclofenac Topical Product, Chlorzoxazone, Moexipril, Methyl Salicylate-Menthol Topical, Tolmetin, Ropivacaine, Alfentanil, and Trimethadione.","Based on the symptoms described and the MRI report indicating spinal stenosis, the patient has a condition characterized by narrowing of the spinal canal leading to compression of the spinal cord and nerves. To confirm the diagnosis, the patient should undergo further imaging studies such as a CT scan or nerve conduction studies. Recommended medications for spinal stenosis include nonsteroidal anti-inflammatory drugs (NSAIDs) for pain management, muscle relaxants to alleviate muscle spasms, and in some cases, epidural steroid injections to reduce inflammation and pain.",0.7602414488792419,0.7637723684310913,0.7620028257369995
"Doctor, I have been feeling a lot of discomfort in my stomach and constipated for the past few days. I think I may have an intestinal obstruction, what medication should I take?","I am sorry to hear that you are experiencing such discomfort. You will need to take a combination of medications to treat an intestinal obstruction. Polyethylene Glycol 3350 (Miralax), Magnesium Citrate, Docusate (Colace), Glycerin (Fleet), Bisacodyl (The Magic Bullet), Lactulose, Calcium Polycarbophil (Fibercon), Diatrizoate, Alpha 1-Antitrypsin, and Cefotetan will be required to treat your intestinal obstruction.","Based on the symptoms described, the patient may have an intestinal obstruction. To confirm the diagnosis, the patient should undergo imaging tests such as an abdominal X-ray, CT scan, or MRI. Treatment for intestinal obstruction may include bowel rest, intravenous fluids, and possibly surgery to remove the blockage.",0.772254467010498,0.7218290567398071,0.7461907863616943
"Doctor, I recently had an accident and got diagnosed with heart contusion. What do you suggest I take as medication?","For your heart contusion, I would recommend taking cortisone to reduce inflammation and pain. Zoledronic Acid (Reclast) may also be useful to help strengthen your bones. Quinapril is a medication that can help lower blood pressure and reduce strain on your heart. Cefdinir is an antibiotic that can help prevent infection. Polyethylene Glycol 3350 (Miralax) may be used to prevent constipation. However, you don't need some medications like Hepatitis A vaccine, Bacitracin, Escitalopram or Loratadine to treat a heart contusion. Finally, Influenza virus vaccine may prevent further infections.","Based on the symptoms described, the patient has a heart contusion. To confirm the diagnosis, the patient should undergo imaging tests such as a chest X-ray, echocardiogram, or MRI. Treatment for heart contusion involves rest, pain management with medications like acetaminophen or nonsteroidal anti-inflammatory drugs (NSAIDs), and close monitoring by a healthcare provider to ensure proper healing.",0.7836412787437439,0.7548131942749023,0.7689571380615234
"Doctor, I have been diagnosed with Congenital Malformation Syndrome. What medication do I need to take?","You will be needing a combination of medications to treat your condition. I am prescribing Fentanyl, Chlorhexidine Topical, Propofol, Hydrocodone, Dexamethasone Topical Product, Ketamine, Divalproex Sodium (Depakote), Budesonide, Somatropin, Tobramycin (Tobi), Sevelamer (Renvela), and Cyproheptadine. These medications will help in managing the various symptoms of your condition and improve your quality of life.","Based on the symptoms described by the patient, they may have Congenital Malformation Syndrome. To confirm the diagnosis, the patient should undergo genetic testing to identify any specific genetic abnormalities associated with the syndrome. Unfortunately, there is no specific cure for Congenital Malformation Syndrome, as it is a complex condition involving multiple congenital anomalies. However, treatment is usually focused on managing the symptoms and complications that arise from the syndrome. This may include surgeries to correct physical abnormalities, therapies to address developmental delays, and medications to manage associated conditions such as seizures or heart defects.",0.7400485873222351,0.7040327787399292,0.721591591835022
